time,open,high,low,close,volume
2020-07-20 04:50:00,429.0,429.0,429.0,429.0,400
2020-07-20 05:45:00,431.49,431.49,431.49,431.49,100
2020-07-20 07:10:00,431.0,431.0,431.0,431.0,200
2020-07-20 08:05:00,433.5,433.5,433.5,433.5,581
2020-07-20 08:20:00,432.8,432.81,432.8,432.81,358
2020-07-20 08:25:00,433.5,433.5,433.5,433.5,701
2020-07-20 08:35:00,433.6,433.6,433.6,433.6,100
2020-07-20 09:15:00,434.01,434.01,434.01,434.01,167
2020-07-20 09:30:00,434.0,434.0,434.0,434.0,323
2020-07-20 09:35:00,434.06,437.8,434.06,436.395,76560
2020-07-20 09:40:00,436.3,436.7,433.0,434.755,23139
2020-07-20 09:45:00,434.55,435.15,433.525,435.11,30501
2020-07-20 09:50:00,434.9,437.68,434.36,437.18,34234
2020-07-20 09:55:00,437.47,440.59,437.2642,439.902,78558
2020-07-20 10:00:00,440.11,441.82,439.28,441.36,72498
2020-07-20 10:05:00,441.07,443.36,440.83,443.235,52540
2020-07-20 10:10:00,443.35,444.88,442.7851,444.345,43370
2020-07-20 10:15:00,444.445,444.88,443.63,444.19,47992
2020-07-20 10:20:00,444.5,445.14,443.8201,445.0,46349
2020-07-20 10:25:00,445.2,446.85,444.83,446.27,61526
2020-07-20 10:30:00,446.35,447.3899,446.015,447.36,62201
2020-07-20 10:35:00,447.145,448.02,446.4898,447.13,129500
2020-07-20 10:40:00,447.14,448.66,447.08,448.125,53566
2020-07-20 10:45:00,448.14,449.555,448.1137,448.57,71285
2020-07-20 10:50:00,448.52,449.4,448.32,448.8,64046
2020-07-20 10:55:00,448.68,449.0,447.1,447.3001,106094
2020-07-20 11:00:00,447.47,448.36,447.47,448.25,35726
2020-07-20 11:05:00,448.25,448.31,445.85,446.345,35452
2020-07-20 11:10:00,446.22,446.76,445.44,445.65,32798
2020-07-20 11:15:00,445.71,446.5,445.59,446.35,97288
2020-07-20 11:20:00,446.445,447.4,446.2,446.98,24553
2020-07-20 11:25:00,447.035,447.33,446.3194,447.21,53401
2020-07-20 11:30:00,447.05,447.56,446.38,447.5,42084
2020-07-20 11:35:00,447.6,447.88,447.245,447.695,32624
2020-07-20 11:40:00,447.46,448.63,447.31,448.5,35080
2020-07-20 11:45:00,448.63,450.08,448.62,449.965,60655
2020-07-20 11:50:00,449.99,450.8701,449.83,450.26,45668
2020-07-20 11:55:00,450.36,450.5986,449.925,450.1122,31439
2020-07-20 12:00:00,450.135,451.365,450.07,451.1875,47686
2020-07-20 12:05:00,451.24,451.61,450.5001,451.365,71524
2020-07-20 12:10:00,451.51,451.88,451.08,451.49,34564
2020-07-20 12:15:00,451.61,452.25,451.61,452.065,30400
2020-07-20 12:20:00,451.97,452.84,451.82,452.62,29219
2020-07-20 12:25:00,452.54,453.16,452.285,452.96,46786
2020-07-20 12:30:00,452.85,453.0665,452.34,452.935,87546
2020-07-20 12:35:00,452.9857,453.2136,452.36,452.965,58515
2020-07-20 12:40:00,453.005,453.23,452.545,452.965,60361
2020-07-20 12:45:00,452.89,453.525,452.65,453.525,25420
2020-07-20 12:50:00,453.45,453.45,452.75,452.75,43803
2020-07-20 12:55:00,452.975,453.325,452.69,453.225,51420
2020-07-20 13:00:00,453.22,453.71,453.04,453.605,45236
2020-07-20 13:05:00,453.715,454.06,453.6,453.6,25203
2020-07-20 13:10:00,453.58,453.7,453.14,453.48,21061
2020-07-20 13:15:00,453.33,453.52,452.98,453.1795,43231
2020-07-20 13:20:00,453.18,453.8676,453.12,453.51,47346
2020-07-20 13:25:00,453.395,453.45,453.14,453.23,9507
2020-07-20 13:30:00,453.15,453.2295,452.09,452.55,21287
2020-07-20 13:35:00,452.43,452.64,452.04,452.3,11768
2020-07-20 13:40:00,452.28,452.3899,451.66,452.05,9228
2020-07-20 13:45:00,452.2484,452.95,452.19,452.41,12436
2020-07-20 13:50:00,452.34,452.87,452.08,452.8,7710
2020-07-20 13:55:00,452.93,453.19,451.78,452.01,17703
2020-07-20 14:00:00,452.01,452.2899,451.25,451.9601,12806
2020-07-20 14:05:00,451.97,452.52,451.89,452.09,14210
2020-07-20 14:10:00,452.19,452.58,451.99,452.19,14846
2020-07-20 14:15:00,452.27,453.19,452.27,453.14,15256
2020-07-20 14:20:00,453.13,453.14,452.35,452.61,13606
2020-07-20 14:25:00,452.53,452.829,452.17,452.335,13222
2020-07-20 14:30:00,452.39,452.86,452.31,452.86,15626
2020-07-20 14:35:00,452.88,453.63,452.59,453.56,17050
2020-07-20 14:40:00,453.49,453.5,452.985,453.5,12695
2020-07-20 14:45:00,453.435,453.78,453.18,453.18,14351
2020-07-20 14:50:00,453.3,453.75,453.2701,453.59,11825
2020-07-20 14:55:00,453.63,454.0,453.4,453.47,24654
2020-07-20 15:00:00,453.41,454.459,453.39,454.34,18376
2020-07-20 15:05:00,454.37,454.39,453.88,454.3,17856
2020-07-20 15:10:00,454.17,454.33,453.85,453.99,17017
2020-07-20 15:15:00,454.07,454.34,453.8,454.26,19993
2020-07-20 15:20:00,454.28,455.1,454.1119,454.98,32748
2020-07-20 15:25:00,454.78,455.02,454.6,454.68,23442
2020-07-20 15:30:00,454.66,455.29,454.57,455.025,36840
2020-07-20 15:35:00,455.11,455.745,455.02,455.6,41358
2020-07-20 15:40:00,455.63,456.23,455.37,455.9999,59476
2020-07-20 15:45:00,456.1,456.125,455.62,455.69,63480
2020-07-20 15:50:00,455.71,456.8,455.69,456.4,63108
2020-07-20 15:55:00,456.42,456.89,455.87,455.95,96472
2020-07-20 16:00:00,455.94,456.2787,455.12,455.27,144872
2020-07-20 16:05:00,455.27,455.27,455.27,455.27,33587
2020-07-20 16:15:00,454.0,454.0,451.3724,451.3724,1770
2020-07-20 16:20:00,455.27,455.27,455.27,455.27,5303
2020-07-20 16:55:00,455.27,455.27,455.27,455.27,667
2020-07-20 17:00:00,455.94,455.94,455.94,455.94,201
2020-07-20 19:30:00,455.79,455.79,455.79,455.79,300
2020-07-20 19:40:00,455.8,455.8,455.8,455.8,272
2020-07-20 19:50:00,456.0,456.0,456.0,456.0,105
2020-07-20 19:55:00,456.0,456.0,456.0,456.0,106
2020-07-21 07:55:00,459.94,459.94,459.94,459.94,242
2020-07-21 08:05:00,461.20300000000003,461.20300000000003,456.4,459.0,829
2020-07-21 08:10:00,459.0,459.0,459.0,459.0,446
2020-07-21 09:00:00,459.5501,459.5501,459.55,459.55,370
2020-07-21 09:05:00,459.0,459.0,459.0,459.0,480
2020-07-21 09:10:00,459.0,459.0,458.01,458.01,362
