time,open,high,low,close,volume
2020-07-20 04:50:00,148.5,148.5,148.5,148.5,5360
2020-07-20 05:15:00,148.982,149.0,148.982,149.0,10980
2020-07-20 05:55:00,149.25,149.25,149.25,149.25,7820
2020-07-20 06:05:00,149.25,149.25,149.25,149.25,13080
2020-07-20 06:10:00,149.2495,149.2495,149.2495,149.2495,8000
2020-07-20 06:15:00,149.2495,149.2495,149.2495,149.2495,9000
2020-07-20 06:30:00,149.25,149.25,149.25,149.25,6340
2020-07-20 06:40:00,149.2,149.2,149.2,149.2,4000
2020-07-20 07:05:00,148.6705,148.85,148.6705,148.85,25040
2020-07-20 07:10:00,148.9,148.9,148.9,148.9,5740
2020-07-20 07:15:00,148.995,149.1,148.995,149.1,27840
2020-07-20 07:25:00,149.235,149.3,149.235,149.3,25560
2020-07-20 07:30:00,149.297,149.4395,149.297,149.4395,26080
2020-07-20 07:40:00,149.487,149.6,149.487,149.6,81560
2020-07-20 07:45:00,149.4945,149.5375,149.4945,149.5375,8860
2020-07-20 07:50:00,149.399,149.55,149.399,149.5,75840
2020-07-20 07:55:00,149.7425,149.7425,149.7425,149.7425,13840
2020-07-20 08:00:00,149.72899999999998,149.9,149.7,149.80100000000002,57660
2020-07-20 08:05:00,149.100005,149.85,148.4685,149.65200000000002,164380
2020-07-20 08:10:00,149.6755,149.894,149.6755,149.8895,75060
2020-07-20 08:15:00,149.825,149.85,149.75,149.75,41480
2020-07-20 08:20:00,149.7,149.7,149.4,149.4,121200
2020-07-20 08:25:00,149.35,149.623,149.261295,149.623,88820
2020-07-20 08:30:00,149.5505,149.65,149.5455,149.65,41300
2020-07-20 08:35:00,149.75,149.95,149.75,149.95,116180
2020-07-20 08:40:00,150.0,150.425,150.0,150.3505,196720
2020-07-20 08:45:00,150.352,150.5,150.209,150.209,169020
2020-07-20 08:50:00,150.306,150.3985,150.20023999999998,150.20023999999998,84280
2020-07-20 08:55:00,150.06799999999998,150.200065,149.8985,149.9495,122360
2020-07-20 09:00:00,149.8105,150.106,149.8055,150.1,96200
2020-07-20 09:05:00,150.25,150.25,150.1525,150.205,59740
2020-07-20 09:10:00,150.25,150.2505,150.15,150.25,62300
2020-07-20 09:15:00,150.2375,150.3,150.205,150.3,84100
2020-07-20 09:20:00,150.1,150.20600000000002,150.09,150.09,104180
2020-07-20 09:25:00,150.05,150.05,150.0,150.0,51800
2020-07-20 09:30:00,149.9105,150.092,149.85,150.092,45000
2020-07-20 09:35:00,150.01,151.112535,149.8005,150.48516999999998,5981300
2020-07-20 09:40:00,150.4495,150.8935,149.70086,150.869,3588740
2020-07-20 09:45:00,150.8655,150.95,150.45925,150.7288,2619640
2020-07-20 09:50:00,150.7055,151.98605,150.6205,151.5085,4567360
2020-07-20 09:55:00,151.4815,152.9725,151.4505,152.94836,3687660
2020-07-20 10:00:00,152.924,153.49,152.20375,152.373,4749200
2020-07-20 10:05:00,152.3995,152.6705,152.0325,152.59625,3434140
2020-07-20 10:10:00,152.608,152.953,152.350005,152.536375,2298020
2020-07-20 10:15:00,152.644995,152.9335,152.2135,152.775,2268360
2020-07-20 10:20:00,152.8275,153.1415,152.550005,153.1415,2276020
2020-07-20 10:25:00,153.135,153.9875,153.0475,153.95,4134140
2020-07-20 10:30:00,153.89915,154.5,153.772005,154.17600000000002,3126660
2020-07-20 10:35:00,154.1715,154.400845,153.6055,153.999115,3233540
2020-07-20 10:40:00,154.0175,154.263,153.7,154.013,1804960
2020-07-20 10:45:00,154.0505,154.2575,153.85,153.97465,1336920
2020-07-20 10:50:00,153.9075,154.1275,153.675005,153.675005,1482560
2020-07-20 10:55:00,153.7345,153.849995,153.360005,153.51375,1545080
2020-07-20 11:00:00,153.562625,153.75,153.15,153.44332,1569200
2020-07-20 11:05:00,153.35299999999998,153.837355,153.263,153.7225,1374580
2020-07-20 11:10:00,153.7745,154.1,153.5925,153.933,1244580
2020-07-20 11:15:00,153.92548,154.480555,153.92548,154.43725,1518120
2020-07-20 11:20:00,154.45,154.565,154.12575,154.134,1630820
2020-07-20 11:25:00,154.30733500000002,154.35,153.92934,154.12975,1088920
2020-07-20 11:30:00,154.2015,155.0,154.063,154.9635,2383200
2020-07-20 11:35:00,154.9995,155.87,154.9995,155.3785,2684640
2020-07-20 11:40:00,155.4535,156.0795,155.325,155.8845,2299120
2020-07-20 11:45:00,155.85025,156.0465,155.4995,155.85225,2058400
2020-07-20 11:50:00,155.8535,156.395,155.8535,156.20275,1995120
2020-07-20 11:55:00,156.18482,156.376495,155.89203,155.97305,1567120
2020-07-20 12:00:00,156.0265,156.231,155.8695,156.079,1164660
2020-07-20 12:05:00,156.148,156.351255,155.635,156.286,1682600
2020-07-20 12:10:00,156.2745,156.8695,156.25,156.75875,2334760
2020-07-20 12:15:00,156.822,157.12041499999998,156.797,156.921875,1769740
2020-07-20 12:20:00,156.9945,156.9945,156.6,156.6665,1176920
2020-07-20 12:25:00,156.6635,156.8065,156.30025,156.7175,1382060
2020-07-20 12:30:00,156.8495,156.8495,156.3615,156.535045,1097180
2020-07-20 12:35:00,156.4645,156.5475,156.15,156.42138,1413300
2020-07-20 12:40:00,156.41,156.4745,156.2255,156.260205,865380
2020-07-20 12:45:00,156.322895,156.451,156.25,156.3835,811360
2020-07-20 12:50:00,156.45,156.580165,156.215505,156.25,1209300
2020-07-20 12:55:00,156.2515,156.5245,156.225,156.38,980200
2020-07-20 13:00:00,156.365355,156.65,156.238,156.65,964220
2020-07-20 13:05:00,156.713,156.85,156.5025,156.6405,1274900
2020-07-20 13:10:00,156.679605,156.8035,156.5505,156.6705,726820
2020-07-20 13:15:00,156.67525,156.7615,156.55,156.6675,777460
2020-07-20 13:20:00,156.69299999999998,156.85,156.6,156.8,796180
2020-07-20 13:25:00,156.856,156.924,156.6565,156.898,791980
2020-07-20 13:30:00,156.85399999999998,157.1,156.826,157.1,1153660
2020-07-20 13:35:00,157.1135,157.418,156.862,156.97063,1647880
2020-07-20 13:40:00,156.91265,157.3425,156.91265,157.18676000000002,996960
2020-07-20 13:45:00,157.3435,157.417995,157.003005,157.1115,1062020
2020-07-20 13:50:00,157.050005,157.5,157.0,157.3855,1131660
2020-07-20 13:55:00,157.40325,157.6985,157.1765,157.241,1378380
2020-07-20 14:00:00,157.22899999999998,157.3465,156.6165,156.674,1332840
2020-07-20 14:05:00,156.657,157.112,156.5005,156.9,1203660
2020-07-20 14:10:00,157.05,157.2,156.884,156.901005,633300
2020-07-20 14:15:00,156.9,157.36,156.9,157.2505,1147040
2020-07-20 14:20:00,157.3415,157.475,157.154,157.4235,664680
2020-07-20 14:25:00,157.43495,157.85,157.40501,157.751785,1269000
2020-07-20 14:30:00,157.8,157.899995,157.35,157.5485,1193500
2020-07-20 14:35:00,157.49200000000002,157.84799999999998,157.42975,157.84799999999998,912840
2020-07-20 14:40:00,157.83,157.9,157.747,157.83775,718680
2020-07-20 14:45:00,157.8475,158.28,157.8475,158.067,1574460
2020-07-20 14:50:00,158.067,158.3375,158.0105,158.2765,1262100
2020-07-20 14:55:00,158.3,158.611,158.3,158.44899999999998,1346520
2020-07-20 15:00:00,158.4145,158.6715,158.391505,158.5925,1278580
2020-07-20 15:05:00,158.54975,158.54975,158.116,158.50425,1300560
2020-07-20 15:10:00,158.5405,158.7725,158.53875,158.725,1304340
2020-07-20 15:15:00,158.7445,158.7675,158.4985,158.72799999999998,1126080
2020-07-20 15:20:00,158.745,158.8,158.5675,158.6975,1515000
2020-07-20 15:25:00,158.67,158.987,158.6625,158.9535,1252520
2020-07-20 15:30:00,158.94875,159.25,158.844005,159.1565,1897900
2020-07-20 15:35:00,159.20600000000002,159.8995,159.15,159.65358,2606060
2020-07-20 15:40:00,159.6935,159.928,159.611005,159.80925,1962300
2020-07-20 15:45:00,159.81491,159.85,159.1365,159.2335,2424820
2020-07-20 15:50:00,159.2885,159.77,159.10475,159.77,2417900
2020-07-20 15:55:00,159.8,160.0,159.6875,159.953,3575300
2020-07-20 16:00:00,159.94899999999998,160.067995,159.75,159.7505,5504740
2020-07-20 16:05:00,159.842,159.842,159.5,159.5,577360
2020-07-20 16:10:00,159.7505,159.7505,159.737,159.737,37000
2020-07-20 16:20:00,159.8365,159.842,159.75,159.75,149460
2020-07-20 16:25:00,159.775,159.775,159.775,159.775,5320
2020-07-20 16:30:00,159.611,159.842,159.611,159.65,594820
2020-07-20 16:40:00,159.835,159.835,159.835,159.835,11600
2020-07-20 16:45:00,159.6255,159.745,159.605,159.745,51760
2020-07-20 16:55:00,159.7,159.9,159.7,159.8445,117900
2020-07-20 17:00:00,159.8345,159.8345,159.75,159.75,22000
2020-07-20 17:10:00,159.7,159.7,159.7,159.7,22560
2020-07-20 17:25:00,159.847,159.847,159.847,159.847,15700
2020-07-20 17:35:00,159.862,159.9,159.862,159.9,28280
2020-07-20 17:40:00,159.9,160.0,159.9,159.975,54940
2020-07-20 17:45:00,160.1,160.14,160.1,160.14,14900
2020-07-20 17:50:00,160.3315,160.4,160.3315,160.4,25460
2020-07-20 17:55:00,160.4195,160.5,160.4195,160.5,23920
2020-07-20 18:00:00,160.45,160.45,160.45,160.45,11140
2020-07-20 18:05:00,160.685,160.685,160.6,160.65,36360
2020-07-20 18:10:00,160.8,160.8,160.65,160.75,25460
2020-07-20 18:15:00,160.613,160.613,160.44,160.44,36260
2020-07-20 18:25:00,160.5,160.5,160.5,160.5,12120
2020-07-20 18:30:00,160.435,160.435,160.4,160.4,28220
2020-07-20 18:35:00,160.313,160.313,160.2,160.2,19020
2020-07-20 18:40:00,160.208,160.3,160.208,160.3,10100
2020-07-20 18:55:00,160.066,160.066,160.053,160.053,7720
2020-07-20 19:00:00,160.1745,160.1745,160.1,160.1,11660
2020-07-20 19:05:00,160.1895,160.1895,160.1,160.1,10040
2020-07-20 19:15:00,160.152505,160.152505,160.152505,160.152505,2620
2020-07-20 19:20:00,160.225,160.25,160.225,160.25,9460
2020-07-20 19:25:00,160.3,160.3505,160.3,160.3505,19300
2020-07-20 19:35:00,160.325,160.325,160.325,160.325,5540
2020-07-20 20:00:00,160.3,160.4,160.15,160.4,48540
2020-07-21 04:05:00,161.305,161.75,161.305,161.75,10980
2020-07-21 04:35:00,162.25,162.25,162.25,162.25,5680
2020-07-21 04:45:00,162.2,162.2,162.2,162.2,2360
