time,open,high,low,close,volume
2020-07-31 09:30:00,147.73406067,147.73406067,147.585832515,147.664887531,3071
2020-07-31 09:35:00,147.052211159,147.43760436,146.716227342,147.383254037,98871
2020-07-31 09:40:00,147.44748623700002,147.57496245,146.923746758,147.200439313,11645
2020-07-31 09:45:00,147.294317144,147.44748623700002,147.12138429700002,147.44748623700002,27534
2020-07-31 09:50:00,147.546305007,148.494965196,147.398076853,148.297327657,61966
2020-07-31 09:55:00,148.24791827200002,148.445555811,148.168863256,148.277563903,30251
2020-07-31 10:00:00,148.35661891799998,148.524610827,148.144158564,148.144158564,16440
2020-07-31 10:05:00,148.139217625,148.445555811,148.134276687,148.238036395,34266
2020-07-31 10:10:00,148.228154518,148.376382672,147.73406067,147.79335193100002,37290
2020-07-31 10:15:00,147.7637063,147.7637063,147.44748623700002,147.511718438,15373
2020-07-31 10:20:00,147.487013745,147.6352419,147.378313099,147.526541253,19012
2020-07-31 10:25:00,147.457368114,147.605596269,147.086797728,147.121483116,29983
2020-07-31 10:30:00,147.14114805100002,147.556186884,147.111502421,147.205380252,19182
2020-07-31 10:35:00,147.279494329,147.714296916,147.160911805,147.566068761,17052
2020-07-31 10:40:00,147.531482192,147.773588177,147.46724999100002,147.61547814600002,22830
2020-07-31 10:45:00,147.655005654,147.6994741,147.329002533,147.338785591,11543
2020-07-31 10:50:00,147.378313099,147.911934455,147.30419902100002,147.872406947,22340
2020-07-31 10:55:00,147.827938501,147.867466009,147.62536002299998,147.813115685,25528
2020-07-31 11:00:00,147.822997562,148.208390764,147.753824423,148.208390764,21658
2020-07-31 11:05:00,148.208390764,148.35661891799998,148.050280732,148.307209534,15685
2020-07-31 11:10:00,148.28744578,148.28744578,148.050280732,148.079926363,9234
2020-07-31 11:15:00,148.119453871,148.455437688,148.010753225,148.425792057,7775
2020-07-31 11:20:00,148.51966988799998,149.018704675,148.51966988799998,148.929767783,19722
2020-07-31 11:25:00,148.95941341399998,148.95941341399998,148.524610827,148.583902089,11274
2020-07-31 11:30:00,148.603665843,148.761775874,148.564138335,148.574020212,7523
2020-07-31 11:35:00,148.603665843,148.643193351,148.470260504,148.50484707299998,16387
2020-07-31 11:40:00,148.48508331899998,148.559197396,148.336855165,148.544374581,10932
2020-07-31 11:45:00,148.524610827,148.722248366,148.435673934,148.445555811,9589
2020-07-31 11:50:00,148.50484707299998,148.653075228,148.425792057,148.435673934,11297
2020-07-31 11:55:00,148.43073299600002,148.43073299600002,148.139217625,148.144158564,13405
2020-07-31 12:00:00,148.183686072,148.257800149,147.92181633200002,148.163922318,17054
2020-07-31 12:05:00,148.139217625,148.18862701,147.743942546,147.897111639,20182
2020-07-31 12:10:00,147.990989471,147.990989471,147.61547814600002,147.674769408,15437
2020-07-31 12:15:00,147.724178793,147.94158008600002,147.724178793,147.822997562,15164
2020-07-31 12:20:00,147.827938501,147.827938501,147.585832515,147.753824423,19950
2020-07-31 12:25:00,147.822997562,148.050280732,147.822997562,147.990989471,12978
2020-07-31 12:30:00,147.94158008600002,148.218272641,147.842761316,148.08486730200002,17224
2020-07-31 12:35:00,148.050280732,148.050280732,147.714296916,147.748883485,11268
